ARTIST,TITLE,FORMAT, PRICE,GENRE,CAT NUMBER,COUNTRY,SLEEVE,MEDIA,LABEL,EXTRA INFO,SKU
"BRIAN JONESTOWN MASSACRE, THE",BRAVERY REPETITION AND NOISE: REISSUE,1LP, $ 45.00 ,ALTERNATIVE,AUK003LP,UK,NEW,NEW,A Recordings,UK IMPORT 180-GRAM GATEFOLD RE-ISSUE OF THE 2001 STUDIO ALBUM,VY16175
"BRIAN JONESTOWN MASSACRE, THE",METHODRONE: REISSUE,2LP, $ 45.00 ,ALTERNATIVE,AUK008LP,UK,NEW,NEW,A Recordings,2018 UK IMPORT 2xLP VINYL RE-ISSUE OF THE '95 DEBUT ALBUM! 180-GRAM AUDIOPHILE BLACK GATEFOLD PRESS,VZ5080
"BRIAN JONESTOWN MASSACRE, THE",GIVE IT BACK!: REISSUE,2LP, $ 48.00 ,ALTERNATIVE,AUK006LP,UK,NEW,NEW,A Recordings,2019 UK IMPORT 2xLP VINYL RE-ISSUE OF THE 1997 STUDIO ALBUM: 180-GRAM AUDIOPHILE BLACK VINYL GATEFOLD SET,VZ6048
BRIAN MANNIX,BRIAN MANNIX,1LP, $ 30.00 ,ROCK,MUSLP2018,AUS,VG,VG+,Musicland Records,SCARCE LONE 1990 SOLO LP FROM UNCANNY X-MEN SINGER: ORIG. OZ PRESS w/ INNER,VS16814
BRIAN WILSON & VAN DYKE PARKS,ORANGE CRATE INSTRUMENTALS: RSDBF 2020,1LP, $ 30.00 ,ROCK,OVLP395,USA,NEW,NEW,Omnivore Entertainment,"2020 RSD BLACK FRIDAY, 1st TIME VINYL PRESS OF THE '95 INSTRUMENTALS: LIMITED TO 1800 COPIES",VY13686
BRITISH SEA POWER,FROM THE SEA TO THE LAND BEYOND,2LP, $ 55.00 ,ALTERNATIVE,RTRADLP679,UK,NEW,NEW,Rough Trade Records,2020 REPRESS OF THE 2013 SOUNDTRACK ALBUM w/ DVD FILM: OCEAN BLUE COLOUR VINYL,VZ5735
BROADCAST,THE NOISE MADE BY PEOPLE: REISSUE,1LP, $ 30.00 ,ALTERNATIVE,WARPLP65R,EU,NEW,NEW,Warp Records,2015 WARP RECORDS VINYL RE-ISSUE OF THE 2000 DEBUT ALBUM,VY9955
BROCKHAMPTON,IRIDESCENCE,2LP, $ 40.00 ,HIP HOP,19075904391,USA,VG+,EX,RCA Records,2018/4th STUDIO ALBUM & THEIR 1st ON RCA RECORDS: 2xLP CLEAR VINYL PRESS,VT2769
BROCKHAMPTON,IRIDESCENCE,2LP, $ 50.00 ,HIP HOP,19075904391,USA,NEW,NEW,RCA Records,2018/4th STUDIO ALBUM & THEIR 1st ON RCA RECORDS: 2xLP GATEFOLD,VZ4037
BROILERS,FACKELN IM STURM... ARME LICHTER IM WIND,1LP, $ 30.00 ,PUNK,SPR005,EU,NEW,NEW,Skull & Palms Recordings,2015 REPRESS OF THE 1997 DEBUT ALBUM BY THE GERMAN OI!/PUNK GROUP,VY15526
BROKEN,WORLD KEEPS TURNING,1LP, $ 15.00 ,PUNK,LRR20,AUS,NEW,NEW,Last Ride Records,2019 DEBUT LP FROM MELBOURNE HARDCORE BAND ON LAST RIDE RECORDS,VY13997
"BRONX, THE",THE BRONX VI: COLOUR,1LP, $ 50.00 ,PUNK,COOKLP751,USA,NEW,NEW,Cooking Vinyl Records,NEW 2021 STUDIO ALBUM FROM THE U.S. PUNK BAND: LIMITED ORANGE CRUSH PRESSING,VY14393
"BRONX, THE",THE BRONX VI: AUS EXCLUSIVE COLOUR,1LP, $ 50.00 ,PUNK,COOKLP751AUS,AUS,NEW,NEW,Cooking Vinyl Records,NEW 2021 ALBUM FROM THE LA-BASED ROCKERS: AUS EXCLUSIVE COLOUR PRESS: ORANGE CRUSH/CYAN BLUE GALAXY,VY14903
BROTHA LYNCH HUNG,SEASON OF DA SICCNESS: REISSUE,2LP, $ 65.00 ,HIP HOP,BLMX60290,USA,NEW,NEW,Black Market Music,LIMITED EDITION COLOUR REPRESS OF THE 1995 STUDIO RELEASE FROM THE AMERICAN RAPPER,VZ4995
"BROTHERHOOD OF MAN, THE",UNITED WE STAND,1LP, $ 15.00 ,ROCK,SMLA1066,AUS,VG+,EX,Deram Record Company,ORIG. OZ DERAM RECORDS PRESS OF THE 1970 DEBUT LP,VS20874
BRUCE SPRINGSTEEN,WESTERN STARS: RSDBF 2019,"7""", $ 25.00 ,ROCK,19075989957,USA,NEW,NEW,Columbia Records,2019 RSD BLACK FRIDAY RELEASE: LIMITED TO 4750 COPIES,V71530
BRUCE SPRINGSTEEN,BORN TO RUN,1LP, $ 20.00 ,ROCK,SBP234729,AUS,VG+,VG+,CBS Records,CLASSIC 3rd ALBUM FROM '75: OZ CBS GATEFOLD SUNBURST LABEL RE-PRESS,VS279
BRUCE SPRINGSTEEN,BORN IN THE U.S.A.: REMASTER,1LP, $ 40.00 ,ROCK,88875014281,USA,NEW,NEW,Columbia Records,2015 180-GRAM AUDIOPHILE ANALOGUE REMASTER OF SPRINGSTEEN'S 1984 BEST SELLING STUDIO ALBUM w/ 7 TOP TEN HITS!,VY5244
BRUCE SPRINGSTEEN,NEBRASKA: REMASTER,1LP, $ 48.00 ,ROCK,88875014271,USA,NEW,NEW,Columbia Records,2015 180-GRAM AUDIOPHILE ANALOGUE REMASTER OF THE SUPERB 1982 4-TRACK DEMO RECORDINGS ALBUM,VY5247
BRUCE SPRINGSTEEN,BORN TO RUN: REMASTER,1LP, $ 40.00 ,ROCK,88875014241,EU,NEW,NEW,Columbia Records,2015 180-GRAM AUDIOPHILE ANALOGUE REMASTER OF SPRINGSTEEN'S 3rd STUDIO ALBUM FROM 1975,VY5248
BRUCE SPRINGSTEEN,LETTER TO YOU: COLOUR,2LP, $ 70.00 ,ROCK,19439808691,USA,NEW,NEW,Columbia Records,2020 STUDIO ALBUM & 20th FULL LENGTH FROM THE BOSS: LIMITED EDITION 2xLP GREY PRESSING,VZ4962
BRUCE SPRINGSTEEN & THE E STREET BAND,THE LEGENDARY 1979 NO NUKES CONCERTS,2LP, $ 75.00 ,ROCK,19439892951,EU,NEW,NEW,Columbia Records,2021 RELEASE OF THE 90-MINUTE PERFORMANCE FROM 1979: 2LP HEAVYWEIGHT GATEFOLE PRESS w/ 24-PAGE BOOKLET,VZ5725
BRUTAL TRUTH,EXTREME CONDITIONS DEMAND EXTREME RESPON,1LP, $ 40.00 ,METAL,MOSH06FDR,EU,NEW,NEW,Earache Records,2021 ORIGINAL TAPES REMASTER OF THE 1992 DEBUT STUDIO ALBUM,VY14797
BRYAN FERRY,IN YOUR MIND,1LP, $ 15.00 ,ROCK,2302055,UK,VG,VG+,Polydor,UK IMPORT PRESS OF THE 4th SOLO LP FROM 1977 w/ PRINTED INNER SLEEVE,VS2696
BUD POWELL,TIME WAITS: THE AMAZING BUD POWELL (BLUE,1LP, $ 50.00 ,JAZZ,4508216,EU,NEW,NEW,Blue Note Records,2022 ALL-ANALOG 180-GRAM BLUE NOTE CLASSIC SERIES KEVIN GRAY REMASTER: 1958 TRIO RECORDING w/ SAM JONES & PHILLY JOE JONES,VY15852
"BUDOS BAND, THE",V,1LP, $ 30.00 ,ALTERNATIVE,DAP057LP,USA,NEW,NEW,Daptone Recording,NEW 2019/5th STUDIO LP FROM THE N.Y.C. AFRO-SOUL/PSYCH-ROCK BAND + D/L CODE,VY11284
BUGHOUSE,RARE OCCASION,"7""", $ 8.00 ,ROCK,K10475,AUS,VG+,VG+,Ursula Records,RARE LIMITED EDITION 1991 URSULA RECORDS PICTURE SLEEVE SINGLE,V82746
BUGHOUSE,SOMEBODY TO LOVE,"7""", $ 8.00 ,ROCK,K10249,AUS,VG+,VG+,Ursula Records,SCARCE URSULA RECORDS 1990 PICTURE SLEEVE SINGLE,V82749
BUILT TO SPILL,BUILT TO SPILL PLAYS THE SONGS OF DANIEL,1LP, $ 30.00 ,ALTERNATIVE,EJRC167LP,USA,VG+,EX,Ernest Jenning Record Co.,2020 DANIEL JOHNSTON TRIBUTE ALBUM: EASTER EGG YELLOW VINYL PRESS w/ 32-PAGE BOOKLET,VS20962
BUILT TO SPILL,BUILT TO SPILL PLAYS THE SONGS OF DANIEL,1LP, $ 40.00 ,ALTERNATIVE,EJRC167LP,USA,NEW,NEW,Ernest Jenning Record Co.,NEW 2020 ALBUM: EASTER EGG YELLOW VINYL w/ 32-PAGE BOOKLET,VY12650
BUILT TO SPILL,KEEP IT LIKE A SECRET,2LP, $ 45.00 ,ALTERNATIVE,9362499664,USA,NEW,NEW,Warner Records,SUPERB 1999 STUDIO ALBUM: 2021 WARNER RECORDS REPRESS,VZ1299
BUILT TO SPILL,YOU IN REVERSE: MOV COLOUR,2LP, $ 58.00 ,ALTERNATIVE,MOVLP1141X,EU,NEW,NEW,Music On Vinyl,2020 EU 180-GRAM AUDIOPHILE REPRESS OF THE EXCELLENT 2006 ALBUM: LIMITED COLOURED & NUMBERED PRESSING,VZ5126
BUJU BANTON,TRUST & STEPPA: RSD 2020,"10""", $ 20.00 ,REGGAE,ROC0051201,USA,NEW,NEW,Roc Nation,"RSD 2020 10"" EP FROM THE DANCEHALL ARTIST: LIMITED TO 2500 COPIES",VE274
BULLY,FEELS LIKE,1LP, $ 20.00 ,ALTERNATIVE,88875075121,USA,EX,EX,Columbia Records,2015 DEBUT FROM THE TENNESSEE INDIE/PUNK BAND,VS21143
BULLY,SUGAREGG: COLOUR,1LP, $ 30.00 ,ALTERNATIVE,SP1363X,USA,NEW,NEW,Sub Pop Records,NEW 2020 STUDIO ALBUM FROM THE NASHVILLE 3-PIECE: LIMITED BLUE & WHITE PRESSING,VY12803
BUNNY LEE & THE AGGROVATORS,RUN SOUND BOY RUN,1LP, $ 40.00 ,REGGAE,JRLP072,UK,NEW,NEW,Jamaican Recordings,2021 JAMAICAN RECORDINGS COMPILATIONS OF 70s TRACKS,VY15287
BUNUEL,KILLERS LIKE US,1LP, $ 48.00 ,ALTERNATIVE,PFL267,USA,NEW,NEW,Profound Lore Records,NEW 2022 STUDIO ALBUM FROM THE ITALIAN/U.S. NOISE-ROCK GROUP & THEIR 1st ON PROFOUND LORE: FFO SWANS & OXBOW,VY15673
BURLAP,BURNOUT KING,1LP, $ 15.00 ,PUNK,BWR07,AUS,EX,EX,Black Wire Records,2016 DEBUT LP FROM SYDNEY NOISE/PUNK QUARTET: LIMITED/150 COPIES (BLACK VINYL) BLACKWIRE + TRAIT RECORDS,VS18999
BURLAP,BURNOUT KING,1LP, $ 20.00 ,PUNK,BWR07,AUS,NEW,NEW,Black Wire Records,2016 DEBUT FROM SYD NOISE BABES: BLACK PRESS LTD/150,VY6245
BUSH TETRAS,RHYTHM & PARANOIA: THE BEST OF BUSH TETR,LP BOX, $ 120.00 ,POST-PUNK,WCR118LP,USA,NEW,NEW,Wharf Cat Records,NEW 2021 ANTHOLOGY 3xLP BOX SET RELEASE FEAT. 29 TRACKS + 46-PAGE BOOK,VB617
"BYRDS, THE",MR. TAMBOURINE MAN: REISSUE,1LP, $ 42.00 ,ROCK,LP5197,USA,NEW,NEW,Sundazed Music Inc.,U.S. IMPORT SUNDAZED MONO RE-ISSUE OF THE CLASSIC '65 DEBUT,VY11613
"BYRDS, THE",TURN! TURN! TURN!: REISSUE,1LP, $ 42.00 ,ROCK,LP5198,USA,NEW,NEW,Sundazed Music Inc.,U.S. IMPORT SUNDAZED MONO VINYL RE-ISSUE OF THE 2nd LP FROM 1965,VY11614
"BYRDS, THE",YOUNGER THAN YESTERDAY: REISSUE,1LP, $ 42.00 ,ROCK,LP5200,USA,NEW,NEW,Sundazed Music Inc.,U.S. IMPORT SUNDAZED HQ RE-ISSUE OF THE 4th STUDIO LP FROM 1967,VY11616
"BYRDS, THE",DR. BYRDS & MR. HYDE: REISSUE COLOUR,1LP, $ 35.00 ,ROCK,MOVLP384C,EU,NEW,NEW,Music On Vinyl,2012 EU 180-GRAM AUDIOPHILE REPRESS OF THE 1969 RELEASE: LIMITED NUMBERED & COLOURED PRESSING,VY15390
CABARET VOLTAIRE,SHADOW OF FEAR: COLOUR,1LP, $ 30.00 ,POST-PUNK,CABS30,EU,NEW,NEW,Mute Records,NEW 2020 STUDIO RELEASE FROM THE LONG RUNNING POST-PUNK BAND: LIMITED PURPLE PRESSING,VY13625
"CACTUS BLOSSOMS, THE",ONE DAY: COLOUR,1LP, $ 35.00 ,COUNTRY,WTR003LE,USA,NEW,NEW,Walkie Talkie Records,NEW 2022 STUDIO ALBUM FROM THE MINNESOTA ALT-COUNTRY DUO,VY15636
CAKE,FASHION NUGGET: REISSUE,1LP, $ 55.00 ,ALTERNATIVE,19439966461,EU,NEW,NEW,Sony Music,"NEW 2022 VINYL REMASTER OF THE HUGE '96 ALBUM FEAT. ""THE DISTANCE"" ON 180-GRAM BLACK VINYL",VY16328
CAL TJADER,SOLAR HEAT (YELLOW VINYL),1LP, $ 40.00 ,JAZZ,MH8036LPC,USA,NEW,NEW,Modern Harmonic,NEW 2022 COLOUR VINYL RE-ISSUE OF THE 1968 LP FROM JAZZ VIBRAPHONIST!,VY16215
CALEXICO,EL MIRADOR (METALLIC GOLD VINYL),1LP, $ 55.00 ,ALTERNATIVE,ANT879091C,USA,NEW,NEW,ANTI- Records / Epitaph,"2022 ""RETURN TO FORM"" 10th STUDIO ALBUM: METALLIC GOLD VINYL PRESS",VY15840
CALEXICO / IRON & WINE,YEARS TO BURN,1LP, $ 30.00 ,ALTERNATIVE,SP1300,USA,NEW,NEW,Sub Pop Records,2019 STUDIO ALBUM COLLABORATION EFFORT: INCLUDES MP3 D/L,VY11747
CALIFORNIA X,NIGHTS IN THE DARK,1LP, $ 15.00 ,PUNK,DG76,USA,NEW,NEW,Don Giovanni Records,2014 SOPHOMORE LP FROM U.S. PUNK BAND ON DON GIOVANNI RECORDS,VY14548
CAMP COPE,CAMP COPE,1LP, $ 30.00 ,ALTERNATIVE,PCR120LP,AUS,NEW,NEW,Poison City Records,NEW 2021 SKY BLUE COLOUR PRESSING OF THE ACCLAIMED 2016 DEBUT FROM MELB PUNK TRIO + D/L CODE,VY6358
CAMP COPE,HOW TO SOCIALISE AND MAKE FRIENDS,1LP, $ 30.00 ,ALTERNATIVE,PCR150LP,AUS,NEW,NEW,Poison City Records,2018 SOPHOMORE ALBUM BY THE MELBOURNE TRIO: WHITE VINYL + D/L CODE,VY9442
CAMP COPE,RUNNING WITH THE HURRICANE: COLOUR,1LP, $ 38.00 ,ALTERNATIVE,PCR180LP,AUS,NEW,NEW,Poison City Records,ANTICIPATED 3rd STUDIO ALBUM & BRAND NEW 2022 RELEASE: LIMITED VIOLET COLOUR PRESS + D/L CODE,VY15648
CAN,LIVE IN STUTTGART 1975,3LP, $ 50.00 ,PROG ROCK,SPOON63,EU,NEW,NEW,Spoon Records / MUTE,2021 RELEASE & 1st IN A SERIES OF LIVE ARCHIVAL RELEASES: LIMITED 3xLP ORANGE VINYL SET + D/L CODE,VX296
CAN,LIVE IN BRIGHTON 1975,3LP, $ 70.00 ,PROG ROCK,SPOON64,EU,NEW,NEW,Mute Records,2021 RELEASE & 2nd IN A SERIES OF LIVE ARCHIVAL RELEASES: LIMITED 3LP GOLD VINYL SET + D/L CODE,VX342
CAN,DELAY 1968: REISSUE COLOUR,1LP, $ 45.00 ,PROG ROCK,XLSPOON12,EU,NEW,NEW,Spoon Records / MUTE,LIMITED EDITION 2021 PINK VINYL REPRESS OF THE 1981 RELEASE,VY14352
CAN,FUTURE DAYS: REISSUE COLOUR,1LP, $ 45.00 ,PROG ROCK,XLSPOON9,EU,NEW,NEW,Spoon Records / MUTE,LIMITED EDITION 2021 GOLD VINYL REISSUE OF THE 1973 RELEASE,VY14353
CAN,MONSTER MOVIE: REISSUE COLOUR,1LP, $ 45.00 ,PROG ROCK,XLSPOON4,EU,NEW,NEW,Spoon Records / MUTE,"NEW 2022 ""MONSTER SKY"" BLUE & WHITE COLOUR VINYL RE-ISSUE OF THE 1969 DEBUT ALBUM",VY15918
CAN,SOUNDTRACKS: REISSUE COLOUR,1LP, $ 45.00 ,PROG ROCK,XLSPOON5,EU,NEW,NEW,Spoon Records / MUTE,NEW 2022 CLEAR PURPLE COLOUR VINYL RE-ISSUE OF THE 1970 RELEASE & 1st w/ DAMO SUZUKI,VY15919
CAN,TAGO MAGO: REISSUE COLOUR,2LP, $ 40.00 ,PROG ROCK,XLSPOON67,EU,NEW,NEW,Spoon Records / MUTE,LIMITED ORANGE VINYL 2xLP PRESS OF THE 1971 MASTERPIECE & FIRST w/ DAMO SUZUKI,VZ4450
CANCER MOON,"FLOCK, COLIBRI, OIL",1LP, $ 15.00 ,PUNK,MR023,SPA,VG+,VG+,Munster Records,1992 LP FROM THE SPANISH PSYCH-GARAGE BAND: ORIG. MUNSTER RECORDS GATEFOLD PRESS,VS15824
CANDY HARLOTS,DANGER,"7""", $ 8.00 ,ROCK,VOZ117,AUS,VG+,VG,Virgin Records,"1991 VIRGIN RECORDS OZ PICTURE SLEEVE 7"" SINGLE",V83487
CANDY HARLOTS,RED HOT ROCKET: COLOUR,"7""", $ 30.00 ,ROCK,ANDA96X,AUS,VG+,VG+,Augogo Records,"LIMITED EDITION 1989 AU-GO-GO RECORDS RED VINYL 7"" SINGLE w/ WOMEN'S KNICKERS",V83489
CANNONBALL ADDERLEY,SOMETHIN' ELSE (BLUE NOTE CLASSIC VINYL,1LP, $ 50.00 ,JAZZ,746555,USA,NEW,NEW,Blue Note Records,2021 ALL-ANALOG 180-GRAM BLUE NOTE CLASSIC SERIES KEVIN GRAY REMASTER: 1958 RELEASE,VY14060
CAPITAL PUNISHMENT,THIS IS CAPITAL PUNISHMENT: RSDBF 2018,"12""", $ 10.00 ,POST-PUNK,CT290,USA,NEW,NEW,Captured Tracks,2018 RSD BLACK FRIDAY PRESS OF NEW MATERIAL: LIMITED TO 500 COPIES,VO299
CAPTAIN BEEFHEART & HIS MAGIC BAND,SAFE AS MILK: REISSUE,1LP, $ 48.00 ,PSYCH ROCK,LP5460,USA,NEW,NEW,Sundazed Music Inc.,U.S. IMPORT SUNDAZED MONO RE-ISSUE OF THE '67 DEBUT ALBUM,VY11080
CAPTAIN SENSIBLE,THIS IS YOUR CAPTAIN SPEAKING,"7""", $ 30.00 ,PUNK,3219845,UK,VG+,VG+,Crass Records,RARE 1981 SINGLE FROM RAY BURNS (THE DAMNED) ON CRASS RECORDS: ORIG. GATEFOLD PICTURE SLEEVE,V83684
CAR SEAT HEADREST,MAKING A DOOR LESS OPEN: COLOUR,1LP, $ 35.00 ,ALTERNATIVE,OLE1558LPE2,USA,EX,EX,Matador Records,LIMITED EDITION PINK VINYL GATEFOLD PRESSING OF THE 2020 STUDIO ALBUM,VS21140
CARAVAN,WATERLOO LILY: REISSUE,1LP, $ 46.00 ,PROG ROCK,801681,EU,NEW,NEW,The Decca Record Company,2019 EU 180-GRAM REISSUE OF THE 1972 STUDIO ALBUM,VY12558
CARAVAN,FOR GIRLS WHO GROW PLUMP IN THE NIGHT: R,1LP, $ 46.00 ,PROG ROCK,801682,EU,NEW,NEW,The Decca Record Company,2019 EU 180-GRAM REPRESS w/ GATEFOLD COVER OF 1973 STUDIO ALBUM,VY12559
CARCASS,SYMPHONIES OF SICKNESS,1LP, $ 40.00 ,METAL,MOSH018FDR,EU,NEW,NEW,Earache Records,2021 REPRESS OF THE '89 RELEASE: REMASTERED FROM ORGINAL MASTER TAPES,VY15429
CARCASS,REEK OF PUTREFACTION,1LP, $ 40.00 ,METAL,MOSH006FDRXX,EU,NEW,NEW,Earache Records,"2020 ""MMXX EDITION"" REPRESS OF THE '88 DEBUT ALBUM: REMASTERED FROM ORGINAL MASTER TAPES",VY15830
CARISSA'S WEIRD,YOU SHOULD BE HATED HERE / SUEDEHEAD,"7""", $ 20.00 ,ALTERNATIVE,SP582,USA,VG+,VG+,Sub Pop Records,LTD. EDITION PINK VINYL: 2001 RELEASE LIMITED TO 1300 (SUB POP SINGLES CLUB),V83624
CARL PERKINS,WHOLE LOTTA CARL PERKINS,1LP, $ 15.00 ,ROCK,RM52305,UK,VG,VG+,CBS Records,"SCARCE 1966 UK MONO RE-PRESS OF THE 1958 ALBUM ""WHOLE LOTTA SHAKIN""",VS19933
CARLY SIMON,THE BEST OF CARLY SIMON,1LP, $ 10.00 ,POP,7E1048,AUS,VG+,VG+,Electric Human Project,OZ ELEKTRA PRESS OF THE 1975 COMPILATION LP w/ PRINTED INNER,VS10906
CAROLINE POLACHEK,PANG (FOG VINYL),1LP, $ 48.00 ,ALTERNATIVE,PANGLPIE,EU,NEW,NEW,Perpetual Novice,2022 LIMITED EDITION COLOUR FOG VINYL REPRESS OF THE ACCLAIMED 2019 ALBUM,VY16467
"CARPENTERS, THE",COLLECTED,2LP, $ 55.00 ,EASY LISTENING,MOVLP1919,EU,NEW,NEW,Music On Vinyl,"2019 EU 180-GRAM AUDIOPHILE 2LP HEAVYWEIGHT SET FEAT. HITS, ALBUM TRACKS & MORE",VZ5860
"CARRIER, THE",NO LOVE CAN SAVE ME,"7""", $ 10.00 ,PUNK,DWI74,USA,EX,VG+,Deathwish Music,"2008 SINGLE FROM THE BOSTON HARDCORE BAND: DEATHWISH BLACK VINYL 7"" PRESS",V81533
CASH SAVAGE & THE LAST DRINKS,ONE OF US,1LP, $ 35.00 ,ALTERNATIVE,MIST077LP,AUS,NEW,NEW,Mistletone Records,2016 RELEASE & 3rd FULL LENGTH FROM THE MELB SONGSTRESS,VY6949
CASH SAVAGE & THE LAST DRINKS,LIVE AT HAMMER HALL,1LP, $ 40.00 ,ALTERNATIVE,MIST093V,AUS,NEW,NEW,Mistletone Records,2020 LIVE ALBUM DURING THE COVID LOCKDOWN IN AN EMPTY HAMMER HALL: BLACK VINYL PRESS,VY13762
CASKETS,LOST SOULS,1LP, $ 48.00 ,METAL,ST60271,EU,NEW,NEW,Sharptone Records,"LIMITED COLOUR VINYL PRESS OF THE 2021 DEBUT ALBUM FROM LEEDS, UK METALCORE OUTFIT: BLACK/YELLOW SPLIT",VY14854
CAT POWER,COVERS,1LP, $ 50.00 ,ALTERNATIVE,WIGLP469,,NEW,NEW,Domino Recording Co.,NEW 2022 STUDIO RELEASE & HER 3rd ALBUM OF COVERS: 180-GRAM BLACK VINYL PRESS,VY15579
CAT POWER,COVERS: COLOUR,1LP, $ 55.00 ,ALTERNATIVE,WIGLP469X,,NEW,NEW,Domino Recording Co.,NEW 2022 STUDIO RELEASE & HER 3rd ALBUM OF COVERS: LIMITED 180-GRAM GOLD COLOUR PRESS,VY15580
CATE LE BON,POMPEII,1LP, $ 50.00 ,ALTERNATIVE,MEX3151,USA,NEW,NEW,Mexican Summer Records,ACCLAIMED 2022 STUDIO RELEASE FROM THE WELSH AVANTE-POP SONGWRITER: BLACK LP + D/L CODE,VY15688
CAULDRON BLACK RAM,SLAVER: COLOUR,1LP, $ 30.00 ,METAL,SPIN097X,USA,NEW,NEW,20 Buck Spin,2020 STUDIO ALBUM FROM THE AUSTRALIAN BLACK/DEATH METAL BAND: SILVER w/ MUSTARD SPLATTER PRESS,VY12969
CE CE PENISTON,FINALLY,"12""", $ 50.00 ,ELETRONICA,3908221,AUS,VG+,EX,Polydor,"RARE AUSTRALIAN YELLOW VINYL 12"" PRESS OF THE 1991 GARAGE/HOUSE SINGLE",VP1097
CEASE UPON THE CAPITAL,CEASE UPON THE CAPITAL,1LP, $ 10.00 ,PUNK,RWP028,EU,VG+,EX,React With Protest,2007 LP FROM NASHVILLE SCREAMO BAND,VS19688
CERAMIC HELLO,THE ABSENCE OF A CANARY,1LP, $ 50.00 ,NEW-WAVE,IMACH001,USA,NEW,NEW,Ice Machine,2020 REPRESS OF THE SOLE '81 ALBUM FROM FROM CULT MINIMAL SYNTH-POP GROUP,VY12376
CEREAL KILLER,DEMOS,"7""", $ 10.00 ,ALTERNATIVE,ANT034,AUS,NEW,NEW,Antifade Records,"7"" ISSUE OF THE 2016 DEMO CS + BONUS TRACK",V71320
CHAINSAW GIRLS,CHAINSAW GIRLS,"7""", $ 5.00 ,PUNK,CHAIN01,AUS,VG+,VG+,Self Released / Independent,OUT OF PRINT SINGLE FROM THE DEFUNCT AUS PUNK BAND,V83136
"CHAMELEONS, THE",JOHN PEEL SESSIONS,2LP, $ 60.00 ,NEW-WAVE,BAMLP14,UK,NEW,NEW,Blue Apple Music,2014 2LP 45rpm REMASTERED REPRESS OF THE 1990 COMPILATION COVERING 1981-1984 RECORDINGS,VZ6226
CHAOS KIDS,MY MIND,"7""", $ 5.00 ,PUNK,JACKKNIFE3,,NEW,NEW,Jackknife Music,2010 JACKKNIFE RECORDS RELEASE,V7722
CHAPTERHOUSE,ROWNDERBOWT: RSD 2021,4LP, $ 100.00 ,ALTERNATIVE,MOVLP2855,EU,NEW,NEW,Music On Vinyl,"RSD 2021 & 25th ANNIVERSAY 4LP SET COLLECTION OF SINGLES, RARITIES & DEMOS: MACHINE NUMBERED TO 1500 COPIES",VW58
"CHARIOT, THE",LONG LIVE: RSDBF 2020,1LP, $ 35.00 ,PUNK,GFM086,USA,NEW,NEW,Good Fight Music,2020 RSD BLACK FRIDAY CLEAR & SILVER w/ BLACK SPLATTER REPRESS OF THE 2010 ALBUM: LTD/2000,VY13665
CHARLES LLOYD,CHARLES LLOYD IN EUROPE,1LP, $ 20.00 ,JAZZ,SD1500,USA,VG+,VG,Atlantic Records,U.S. IMPORT ATLANTIC PRESS OF THE '68 LIVE ALBUM,VS9082
CHARLES MINGUS,MINGUS AH UM: REISSUE,1LP, $ 55.00 ,JAZZ,MOVLP065,EU,NEW,NEW,Music On Vinyl,2010 EU 180-GRAM AUDIOPHILE REPRESS OF THE 1959 RELEASE,VY3647
CHARLES MINGUS,THE BLACK SAINT AND THE SINNER LADY,1LP, $ 38.00 ,JAZZ,DOL984HG,EU,NEW,NEW,DOL,2018 EU 180-GRAM DOL LABEL REPRESS w/ GATEFOLD SLEEVE: ACCLAIMED 1963 RELEASE,VY15326
CHARLES MINGUS,THE JAZZ EXPERIMENTS OF CHARLES MINGUS:,1LP, $ 40.00 ,JAZZ,538681681,EU,NEW,NEW,Bethlehem Records,NEW 2022 HIGH-FIDELITY 180-GRAM MONO RE-ISSUE OF THE 1956 RELEASE,VY15689
CHARLI XCX,CRASH (RED/BLACK MARBLE VINYL),1LP, $ 50.00 ,POP,9029640998,USA,NEW,NEW,Atlantic Records,ANTICIPATED NEW 2022 STUDIO ALBUM FROM THE UK SINGER: LIMITED RED & BLACK MARBLED PRESS,VY15748
CHARLIE BYRD,DELICATELY,1LP, $ 10.00 ,JAZZ,SBP233589,AUS,VG+,VG,CBS Records,EARLY OZ CBS RECORDS ORANGE LABEL STEREO PRESS OF THE 1968 LP,VS19786
CHEAP TRICK,DON'T BE CRUEL,"7""", $ 10.00 ,ROCK,6528237,AUS,VG+,VG+,Epic Records,"1988 EPIC RECORDS OZ PICTURE SLEEVE 7"" SINGE b/w ""NEVER HAD TO LOSE""",V83707
CHEN FEN LAN,ALONE WITH THE MOON,1LP, $ 50.00 ,POP,SLRHX840,S.E.A.,VG+,VG+,EMI Music,RARE TAIWANESE POP RELEASE,VS14706
CHET BAKER & BILL EVANS,ALONE TOGETHER: REISSUE,1LP, $ 40.00 ,JAZZ,771698,EU,NEW,NEW,Waxtime Records,2011 WAXTIME 180-GRAM PRESS OF THE 'CHET' ALBUM FROM 1959,VY10928
CHICAGO,CHICAGO XI,1LP, $ 10.00 ,ROCK,SBP237022,AUS,VG+,EX,CBS Records,OZ CBS GATEFOLD PRESS OF THE 1977 STUDIO LP + INNER,VS649
